Po0tal Code,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,0ep,Oct,Nov,Dec,X,Y
117681,0,0,0,0,0,0,0,0,0,0,0,0,21676.7697,30326.9013
118699,539.8,654.8,587.1,657.4,777.1,684.7,686.2,750.2,702.7,755.1,816.9,787.7,21465.7954,30327.7162
118718,899.5,974.6,946.3,"1,026.80","1,273.30","1,112.90","1,044.60","1,170.00","1,203.60","1,245.10","1,300.30","1,280.60",21234.054,30327.8753
158746,438.8,310.4,354.4,471.7,440.1,511.2,454.5,488.8,476.7,494.2,508.4,412.4,26031.735,30328.3643
159957,637.9,355.6,460.9,678.6,594.5,720,604.5,554.8,581,591.1,659.5,577.6,24818.0631,30331.7069
117680,0,0,0,0,0,0,0,0,0,0,0,0,21678.6029,30331.9428
117679,0,0,0,0,0,0,0,0,0,0,0,0,21680.5259,30337.2885
118719,368.2,425.3,405.7,439.9,568.2,484.4,450.4,506.7,493.7,525.5,533.8,530.3,21188.5039,30347.4461
117632,-,-,-,0,0,0,0,0,0,0,0,0,21031.9208,30347.5745
139526,209.7,133.3,164.8,180.3,188,194.3,209.2,244.4,239.3,242.3,242.3,198,24109.9008,30348.3751
118721,0,0,0,0,0,0,0,0,0,0,0,0,21085.3429,30349.4387
139525,351,185,220.5,404.7,342,786.3,532.3,455.8,443,363.3,462.3,509.3,24058.6966,30350.2637
118726,0,0,0,0,0,0,0,0,0,0,0,0,21078.1247,30350.9819
118729,0,0,0,0,0,0,0,0,0,0,0,0,21070.9463,30352.5166
118732,0,0,0,0,0,0,0,0,0,0,0,0,21063.7692,30354.051
118735,0,0,0,0,0,0,0,0,0,0,0,0,21056.6005,30355.5837
118737,0,0,0,0,0,0,0,0,0,0,0,0,21049.4802,30357.1059
118707,446.9,596.9,559.8,630.1,849.8,683.4,711,747.5,666.1,789,744.8,771.5,21433.9192,30365.071
238237,423.2,535.4,514.3,481.4,601.7,566.2,585.3,533.2,631,588.8,654.4,782.4,28721.8554,30369.5074
119601,0,0,0,0,0,0,0,0,0,0,0,0,21366.3239,30370.6547
119602,0,0,0,0,0,0,0,0,0,0,0,0,21366.3239,30370.6547
119603,0,0,0,0,0,0,0,0,0,0,0,0,21366.3239,30370.6547
119604,0,0,0,0,0,0,0,0,0,0,0,0,21366.3239,30370.6547
119600,0,0,0,0,0,0,0,0,0,0,0,0,21366.4295,30370.6868
238212,431.3,540.6,559.5,493.3,721.8,620.6,639.9,718.5,722,667.7,673,678,28559.5398,30370.7649
158748,487.2,265.9,347.9,465.4,432.9,575.3,480.6,485.8,486.2,441.8,488.2,431.3,26183.8949,30371.6345
158749,485.8,238.6,350.5,494.7,455.1,607.5,506.8,480.5,462.7,452.5,507.4,434.4,26183.9116,30372.3317
238257,549.7,787,820.1,764.2,"1,108.30","1,017.90",977.7,"1,009.60","1,019.40",930.2,"1,131.10","1,083.50",28362.1937,30373.5151
118720,0,0,0,0,0,0,0,0,0,0,0,0,21091.5037,30378.2375
117634,-,-,-,0,0,0,0,0,0,0,0,0,21037.6553,30379.8448
118709,462.2,543.4,560.4,544.8,707.3,623.1,594,618.1,622.2,671.5,821.5,742.9,21404.7092,30380.0629
118728,0,0,0,0,0,0,0,0,0,0,0,0,21077.0383,30381.3093
118734,0,0,0,0,0,0,0,0,0,0,0,0,21062.8132,30384.3302
239497,423.2,479.5,576.4,578.3,735.5,617.6,645,706.6,667.1,661,722.3,668.3,28131.3575,30385.0399
118736,0,0,0,0,0,0,0,0,0,0,0,0,21055.5085,30385.8814
238250,329.8,454,450.6,414.4,716.4,607.7,598.3,583.2,576.6,562.5,606.8,591.7,28501.1191,30390.1346
159949,332.4,210.4,263,348.8,320.9,390.2,361.8,354.8,342.2,374.1,400.8,335.3,25110.4562,30392.506
117635,-,-,-,0,0,0,0,0,0,0,0,0,21039.7876,30396.4531
117621,364.9,447,386.7,454.2,652.6,492.5,506.5,586.2,600.1,653.4,605.2,607,20878.6533,30403.7262
238251,756.6,907.7,777.9,797.3,966.6,905,"1,082.80","1,020.00","1,007.20",933.3,721.7,990.3,28886.42,30403.9337
118723,0,0,0,0,0,0,0,0,0,0,0,0,21200.305,30415.0657
239013,344,463.3,432.3,425.6,659.3,571.9,539.7,572.1,522.2,505.2,575.1,580,28805.1425,30423.939
117506,455.8,530.8,388.1,499.3,651.7,556.8,630.8,613.4,657.3,699.9,609.1,654.4,20795.7292,30427.4607
118722,447.6,517.6,506.4,568.2,643.2,509.6,517.6,608,576.3,621.3,560.3,572.3,21218.0454,30439.1218
117504,774.1,777.8,551.8,710.7,979.9,800.6,843.3,901.6,807.9,896.8,864.6,880.8,20816.624,30458.5377
238255,496.8,614.2,562,547.4,835.4,767.2,696.6,679.3,652.7,619.9,710.5,698.4,28406.5215,30458.8574
117505,613.8,623.4,569.6,637.7,756.7,674.7,622.6,653.2,739.8,783.1,848.4,784,20783.0639,30467.4087
169813,406.5,510.2,460.8,495.5,616.9,533,630.4,606.7,475.8,536.9,565.8,507.3,27092.1029,30468.2642
159012,730.4,419.7,553.2,712.4,662.1,874.2,760.4,663.8,723.7,756.1,760.8,698,26336.0196,30469.4093
169814,308.4,391,375.2,389.5,496,431.1,526.8,517.4,452.4,456.5,489.5,490.3,27131.255,30470.662
239949,385.3,527.6,509.8,511.3,782.4,644.4,695.2,696,684.8,619.2,710.9,714.2,28626.2354,30475.4596
247965,494.8,335.9,408.9,468.5,446.2,600.5,561.5,533.1,580.6,483.9,579.5,498.5,26135.9998,30485.4654
239426,566.4,545.2,467,510,678,539.1,561.2,624.9,553.2,591.3,649.4,610.1,28104.9846,30486.227
159013,726.5,359.7,487.7,675.4,627.6,859.5,673.6,610.9,643.5,608.5,669.8,577.6,26281.8954,30488.0362
247954,0,0,0,0,0,0,0,0,0,0,0,0,26072.3181,30493.1936
238258,387.3,473.5,462.6,440.7,733.9,637.3,641.6,616.6,600.9,563.2,607.9,631.7,28342.3985,30493.669
159015,614.2,332.7,448.5,609.1,562,798.4,664.4,576.8,594.5,587.7,617.8,495.9,26216.7409,30495.5775
239059,537.7,709.1,629.3,598,892.3,768,767.3,814.8,757.4,697,724,707.4,28528.2261,30503.0438
118976,473,539,443.3,525,643.3,565.3,552.7,606.7,640,654,467,560.7,21236.1014,30505.8435
239375,222.2,393.8,377.1,377.9,607.3,512.9,770.7,657.6,803.8,683.3,396.1,560.2,28791.5661,30512.6985
118972,497.7,588.7,574.3,621.7,802.3,694.7,808.3,815.3,601.7,743.3,951.7,847.7,21210.6247,30523.5684
118973,0,0,0,0,0,0,0,0,0,0,0,0,21210.6247,30523.5684
118974,424.7,542,435.7,522.7,741.7,612,726.3,725.7,635.7,714.3,717.7,716,21210.6247,30523.5684
118975,547.7,643.7,555.7,641,680.7,639.3,958,866.3,612.3,775.7,681.3,728.7,21210.6247,30523.5684
118977,333.7,344.3,289,338.3,377,375.7,431.3,451.3,315.3,402.3,455.3,435.3,21244.5194,30525.1026
118978,574.3,522.7,380.3,482.7,725.3,584.7,514,595.7,641.7,649.3,576.3,0,21244.5194,30525.1026
118979,365,336.7,291.7,336,450,380.3,370.3,407.3,286,363.7,457.7,410.7,21244.5194,30525.1026
118980,258,350.3,288.4,357,304.2,275.8,359,345.5,332.5,356,443,385.3,21244.5194,30525.1026
239071,377.4,456,410.1,425.8,620.1,549.3,526.5,471.5,357,437.1,433.5,501,28470.8503,30525.4547
249105,562.2,365.3,443,483,466.6,570.5,567.3,492.9,549.2,467.5,516.4,531.9,27031.3367,30525.6022
249107,749.2,514.2,581.5,625.4,656,752,741.8,610.5,687.1,659.4,711.2,690.3,27031.3367,30525.6022
238977,404.5,456.2,247.8,308.4,352.9,404,420.8,426.6,558.2,453.3,423.8,360.5,28826.2341,30536.0946
249114,687.4,479.3,570.5,594.1,606.5,761.2,760.3,710.4,792.1,630.7,718.3,701.5,27101.6939,30538.3808
118753,0,0,0,0,0,0,0,0,0,0,0,0,20891.2716,30542.4071
239378,0,0,0,0,0,0,0,0,0,0,0,0,28814.3718,30545.719
249103,624.2,432.5,499.8,637.8,607.2,663.8,737.6,667.4,707.9,608.1,676.7,643.4,27051.7618,30548.4482
239376,0,0,0,0,0,0,0,0,0,0,0,0,28810.1399,30549.3008
118756,0,0,0,0,0,0,0,0,0,0,0,0,20902.1602,30552.2172
249002,"1,248.60",848.4,"1,045.80",909.8,"1,025.30","1,447.30","1,486.20",894.6,"1,378.40","1,528.80","1,396.80","1,060.00",26967.3551,30556.2429
247778,0,0,0,0,0,0,0,0,0,0,0,0,27693.8931,30558.729
239371,0,0,0,0,0,0,0,0,0,0,0,0,28797.3495,30559.6601
148957,644.2,336.4,430.7,606.2,546,653.4,562.5,608.6,569.1,606.7,630.5,584.4,25033.4916,30562.8859
239381,487.2,599.7,580,560.8,753.5,647.9,627.4,690.9,646.7,637.5,689.4,663.4,28709.2426,30564.6798
238274,538.2,606.9,654.4,640.4,911.1,695.9,830.9,802.5,775.3,764.9,767.1,717.3,28994.0005,30569.2559
127304,0,0,0,0,0,0,0,0,0,0,0,0,20634.7448,30573.9902
249080,644.3,313.6,472.8,621.7,566.8,495.1,562.4,440.6,553,618,617.6,766.4,26909.6233,30576.2261
127305,0,0,0,0,0,0,0,0,0,0,0,0,20629.4721,30576.3314
239366,0,0,0,0,0,0,0,0,0,0,0,0,28775.9023,30576.9943
119052,0,0,0,0,0,0,0,0,0,0,0,0,20895.0242,30579.5873
129747,0,0,0,0,0,0,0,0,0,0,0,0,20810.9299,30580.0557
129745,0,0,0,0,0,0,0,0,0,0,0,0,20799.0721,30580.815
126805,0,0,0,0,0,0,0,0,0,0,0,0,20623.9983,30581.9435
126806,0,0,0,0,0,0,0,0,0,0,0,0,20619.2129,30585.5997
127300,0,0,0,0,0,0,0,0,0,0,0,0,20645.0181,30586.1213
247811,425.7,484.2,547.1,526.1,569.6,465,512.9,522.9,380.7,449.2,547.5,457.1,27680.7926,30588.6166
126807,0,0,0,0,0,0,0,0,0,0,0,0,20614.868,30588.8598
249099,545.7,343.3,459.8,567,520.9,534.2,548,504.8,571.1,476.2,556.3,546.8,27082.5943,30588.971
249101,392.3,256.8,315.6,330.7,354.1,354.8,369.1,416.5,413.9,365.9,428.6,401.4,27082.5943,30588.971
249115,706.1,417.3,564.3,673.2,606.5,686.6,588.8,617.5,742.2,672.8,763.4,688.7,27082.1862,30589.1481
127301,0,0,0,0,0,0,0,0,0,0,0,0,20639.5528,30590.1803
247785,327.6,379.3,402,407.4,450,377.6,421.8,398.2,413.6,389.8,476.9,402.7,27729.4085,30590.5601
239427,746,745.7,825.2,874.7,"1,125.70",892.2,894,995,916.7,"1,019.00","1,033.80",900.1,28030.211,30591.5828
129749,-,0,-,0,-,0,0,0,0,0,0,0,20807.8011,30591.7183
126808,0,0,0,0,0,0,0,0,0,0,0,0,20610.5215,30592.5363
238011,232.5,220.6,231.7,242.6,338,253.7,312.9,317.9,306.9,265.8,333.4,312.2,28821.7169,30592.7964
126812,0,0,0,0,0,0,0,0,0,0,0,0,20634.7621,30593.8236
178884,-,-,-,-,-,-,-,-,-,-,0,0,29972.9749,30597.5899
126813,0,0,0,0,0,0,0,0,0,0,0,0,20629.7608,30597.5999
249007,-,-,-,-,-,-,-,-,0,18.3,0,43.8,26857.9158,30598.2782
148954,667.7,376.1,454.6,600.3,560.3,742.1,591.5,626,604.2,628.1,670.8,623.3,24922.4588,30598.4693
248363,0,0,0,0,0,0,0,0,0,0,0,0,27574.0362,30599.7146
247777,0,0,0,0,0,0,0,0,0,0,0,0,27754.4849,30600.5939
126814,0,0,0,0,0,0,0,0,0,0,0,0,20625.7184,30601.9231
148955,723,407.1,506.6,698.3,632.5,769,655.9,739.3,695.6,743.9,755.3,660.7,24987.3027,30604.1763
129754,0,0,0,0,0,0,0,0,0,0,0,0,20820.866,30608.1237
238010,334.9,322.4,313.7,329.8,440.1,339.8,417.9,399.4,360.2,357.7,400.1,372,28803.5218,30609.0959
249001,"1,420.80",915.4,"1,143.60","1,289.70","1,517.10","1,636.50","1,708.40",892,878.8,"1,709.90","1,798.50","1,451.90",26987.6152,30609.266
238275,493.1,595,643.8,657.2,818.7,658.3,915.8,827.4,707.9,744.5,902.3,762.9,28944.5218,30610.5309
248367,0,0,0,0,0,0,0,0,0,0,0,0,27472.3751,30618.0722
126821,443.1,549.8,468.5,555.8,729.2,746.6,713.1,652.2,655.4,709.5,649.8,605.2,20700.5215,30618.5556
238004,634.9,592.1,640.4,646.4,599.4,557.6,547,591.1,577.4,576.6,653.2,570.3,28766.0296,30621.5363
238008,519.4,533.3,476.8,446.1,579.7,525,903.9,771.9,649.8,679.6,756,698.2,28766.0296,30621.5363
238026,444.1,399.5,367.3,398.3,556.5,452.9,546.8,526.7,531,531.9,540.3,486.8,28766.0296,30621.5363
249006,"1,322.40","1,152.80","1,197.80","1,332.40","1,307.40","1,339.60","1,412.00","1,388.40","1,515.00","1,337.00","1,472.00","1,340.80",26937.741,30624.0463
127298,0,321.7,0,0,0,0,0,0,0,0,0,0,20675.876,30627.6281
239348,0,0,0,0,0,0,0,0,0,0,0,0,28715.4089,30628.0341
247776,0,0,0,0,0,0,0,0,0,0,0,0,27749.5695,30628.4954
238024,0,0,0,0,0,0,0,0,0,0,0,0,28765.2027,30630.7232
249012,590.3,387.4,481.7,852.6,792.6,751.8,823.6,862.1,911.9,651.8,806.9,794.1,26872.3086,30630.9953
238023,0,0,0,0,0,0,0,0,0,0,0,0,28761.0778,30634.4584
238002,541.7,562.9,505.8,537.5,717.8,559.3,685.7,680,550.4,596.4,659.1,595.6,28785,30635.2177
247775,0,0,0,0,0,0,0,0,0,0,0,0,27747.7627,30635.3609
238022,0,0,0,0,0,0,0,0,0,0,0,0,28756.8725,30637.8021
248903,668.1,695,645,659.4,942.1,726.2,744.2,798,719.8,805.9,832.1,802.5,27677.8848,30638.497
249446,743,450.8,598.4,640.1,619.1,781.3,788.6,760.1,827.6,666.4,760.8,730.9,27118.7848,30640.3563
238021,0,0,0,0,0,0,0,0,0,0,0,0,28752.1385,30641.1414
248973,321.5,391.5,441.9,408,567.1,430.1,579,551.3,469.3,470.3,553.1,494.1,27019.4952,30641.735
247774,0,0,0,0,0,0,0,0,0,0,0,0,27743.689,30642.3174
248357,0,0,0,0,0,0,0,0,0,0,0,0,27399.2735,30642.7545
126822,443,694.7,703.8,708.1,975.7,926.6,880.7,895.9,879.7,917.4,"1,078.80","1,013.30",20722.828,30644.616
249004,"1,202.60",876.6,"1,006.10","1,169.00","1,111.30","1,413.20","1,347.00","1,022.80","1,294.40",985.4,"1,106.00","1,046.50",26965.4848,30646.3625
238020,0,0,0,0,0,0,0,0,0,0,0,0,28749.0026,30646.6045
239347,552.3,701.3,574.6,624.3,951.9,812.6,773.1,813.9,793.7,748.1,877.7,847.1,28619.9301,30648.6065
247773,457.3,569.3,565.7,577,794.3,609.7,802.7,754.7,540.3,626.7,578,563.7,27742.0072,30649.407
238019,0,0,0,0,0,0,0,0,0,0,0,0,28745.2171,30650.4106
248368,464.2,463.9,447.1,454.3,585.5,449.1,561.3,509.9,453.2,468.4,559.5,486.7,27206.8427,30650.618
239343,298.8,373.7,355.5,346.7,435.7,411,551.3,392.3,385,286,330.5,363.5,28695.9006,30652.5976
127302,590.2,737,703.3,767.9,969.5,828.4,990.9,943.9,992.4,862.6,953.9,948.5,20668.5128,30653.736
238018,0,0,0,0,0,0,0,0,0,0,0,0,28741.2191,30653.913
248365,0,0,0,0,0,0,0,0,0,0,0,0,27211.9166,30654.0245
247772,479.3,523.3,541.3,541.7,564,491.3,614,591,595.3,574,436.3,511,27738.9637,30656.0994
238017,0,0,0,0,0,0,0,0,0,0,0,0,28737.0686,30657.9201
248364,592.5,591,509.3,532.1,766.7,590,684,650.6,653,636.5,766.8,655.7,27218.0939,30658.432
249445,"1,152.00",770.5,951.5,"1,298.70","1,153.80","1,350.10","1,302.90",997.8,"1,243.30","1,232.10","1,298.00","1,209.30",27171.0118,30658.9089
238016,0,0,0,0,0,0,0,0,0,0,0,0,28732.8198,30661.8962
248362,764.9,799.8,749.2,785,"1,031.60",827.9,"1,025.20",944.2,855.5,881.9,"1,088.70",945.4,27223.3548,30662.1269
247771,920.7,"1,032.00","1,537.70","1,306.70","1,185.70",676.2,968.3,994.7,981.7,956,888.3,862.7,27737.1679,30663.1559
238015,0,0,0,0,0,0,0,0,0,0,0,0,28728.5364,30665.7001
238965,"1,080.00","1,080.00",0,0,0,0,0,0,0,0,0,0,28905.9658,30666.3491
126823,348.2,500.2,687.9,677.3,964.3,834.3,822,801.5,756.1,804.7,842.7,736.9,20741.6494,30668.647
249013,959,580.8,695.6,815.9,817.5,917,967.9,812.3,960.9,844.8,904.9,750.7,26907.1239,30669.5857
247770,0,0,0,0,0,0,0,0,0,0,0,0,27734.114,30669.7088
248358,572.2,554,520,536.6,746.8,565.5,639.9,632.3,594.5,612.1,675.1,615.6,27234.765,30670.2724
238014,0,0,0,0,0,0,0,0,0,0,0,0,28724.6556,30670.369
248356,-,0,151,322.6,388.4,323.4,523.2,510.8,571.6,496.1,642.3,587.6,27240.9914,30674.7495
238013,0,0,0,0,0,0,0,0,0,0,0,0,28721.1033,30674.8912
239432,"1,005.20",945.6,970.8,"1,042.40","1,111.80",967.7,"1,052.10","1,150.00",898.6,"1,056.90","1,199.70","1,087.60",27977.586,30675.7864
238963,363.2,567.2,655.2,568.6,"1,045.60",670.5,621.3,825,758.6,773.2,831.4,545.3,28913.0738,30676.7131
247769,493.3,522,588.7,564.7,989.3,690.7,617.7,699.3,314.3,490.7,645,531,27732.399,30676.8534
238437,58.6,84.7,184,225.8,381.7,336.1,438.3,438,409.7,415.7,479.5,432,28440.5108,30677.9929
248354,-,-,0,20.4,56.1,62.2,121.1,111.5,225.1,167.6,315.2,272.9,27246.1074,30678.2982
238012,0,0,0,0,0,0,0,0,0,0,0,0,28716.7615,30678.9487
238283,0,0,0,0,0,0,0,0,0,0,0,0,28994.0248,30680.2615
127303,460.8,675.3,797,793.9,880.9,849.5,948.1,869.7,"1,126.70","1,031.60","1,017.70","1,041.50",20684.0468,30681.0333
248360,671.7,743,754.8,801.5,"1,146.20",847.5,978.8,942.1,879.8,905.1,953.1,830.7,27554.7315,30685.3574
248350,-,-,0,21.4,61.7,54.8,190.5,179.5,315.3,324.4,371.4,321.8,27257.1,30686.0672
239332,326.5,493.4,538.5,498,652.1,607.9,573.6,600.8,579.8,535.5,607,618.3,28679.268,30687.3253
238291,-,-,-,-,-,-,0,24.6,99.7,169.1,247.1,206.7,28982.3076,30687.4541
127308,381.6,487.6,541.9,586.9,755.9,682.5,753,694.7,677.7,708.9,754.2,743.5,20715.6662,30688.1374
247768,0,0,0,0,0,0,0,0,0,0,0,0,27728.5354,30690.4294
126824,382.2,453.1,423.4,457,543.8,498.6,420.5,442.9,591.7,528.1,568.3,652.5,20758.0317,30690.5333
138811,0,-,-,-,-,-,-,-,-,0,0,0,24096.3571,30691.6379
239010,0,0,0,0,0,0,0,0,0,0,0,0,28923.3145,30691.8673
248342,558,639.4,707.6,566.6,735.4,575.1,942.9,857.5,723.6,771.8,"1,013.50",832.6,27279.1494,30692.0222
138818,0,0,0,0,0,0,0,0,0,0,0,0,23966.7838,30693.0595
248346,-,-,0,6.8,75.5,82.6,224.2,181.9,188,171.9,277,218.1,27268.3619,30694.0911
248902,475.9,461.2,435.7,562,725.8,541.4,597.8,644.2,748.9,653.8,688.5,623.7,27653.754,30696.0486
247767,0,0,0,0,0,0,0,0,0,0,0,0,27725.0734,30696.6421
249003,815.2,564.8,653.4,665.6,767.4,846.3,801.8,468.8,684.5,539.1,739.9,643.9,26972.8457,30697.6785
238060,0,0,0,0,0,0,0,0,0,0,0,0,29050.1035,30698.6282
248359,0,0,0,0,0,0,0,0,0,0,0,0,27483.2402,30699.1103
238958,0,442.7,0,0,0,531.3,0,0,0,0,0,0,28941.4646,30701.201
238284,0,0,0,0,0,0,0,0,0,0,0,0,29031.6652,30703.1016
247766,0,117.7,0,0,0,0,0,0,0,0,0,0,27721.6289,30704.9664
238286,0,0,0,0,0,0,0,0,0,0,0,0,29027.7094,30706.2697
238288,0,0,0,0,0,0,0,0,-,-,-,-,29024.1707,30709.6511
126820,333.5,495,361.4,465.1,824.4,629.8,700.7,652.3,754.2,725.7,670.3,603,20732.3127,30709.8948
247736,0,0,0,0,0,0,0,0,0,0,0,0,27720.1077,30710.6453
238957,438,728,"1,050.70",875.7,"1,156.70","1,067.70","1,034.00","1,068.00","1,102.70",999.3,"1,519.00",384.3,28936.7679,30711.9711
249444,960.1,604.8,825.4,"1,053.50",971.3,"1,146.60","1,102.50",731.4,989.2,968.8,"1,025.60",922.2,27193.0527,30714.1932
239333,402.5,516.7,457.7,444.5,567,517.4,545.8,632.3,574.3,540.4,577.3,595.1,28724.3879,30715.1175
238956,0,-,-,-,-,-,-,-,-,-,-,-,28940.1884,30717.0092
247735,784.7,786.7,961.3,888.7,779,741.3,987.3,666.7,0,825.3,"1,084.00",893.3,27720.7622,30719.2813
159192,946.7,686.7,882.9,"1,016.00",991,993.4,"1,045.80","1,029.60","1,122.90",954.1,"1,079.30","1,004.20",26307.1489,30719.6677
238436,839.9,893.5,860.3,864.2,"1,096.00",873,"1,216.20","1,126.80","1,043.40","1,058.60","1,223.80","1,066.30",28383.0918,30720.1367
127343,461,524.3,522.2,559.3,725.1,652.8,758.6,682.9,540,631.8,743.2,698.8,20800.7617,30720.7767
239014,0,0,0,0,0,0,0,0,0,0,0,0,28943.7452,30722.2236
238431,582,555.1,488.8,512.9,750.6,551,677,613.7,571.4,646.9,764.1,630.7,28465.8828,30722.25
127446,495.5,675.1,589.4,614.7,806,738.6,798.6,636.7,822.9,783.1,845,862.9,20664.3786,30722.7092
247734,259.4,195,436.3,419.3,489.3,523.7,194.3,204.7,281.3,204,287.7,652,27713.6956,30724.5811
248328,0,0,0,0,0,0,0,0,0,0,0,0,27295.4655,30725.6435
237990,481.8,669.1,605.8,615.3,996.7,914,"1,004.80",966.4,910.4,852.5,967,941.9,28527.4842,30727.2819
237988,494.5,605.3,491.5,521.6,832.4,712,722.2,724,692.3,674,803.5,765,28568.646,30727.3685
239334,0,0,0,0,0,0,0,0,0,248,350.3,0,28682.6448,30727.6122
238955,0,0,0,0,0,0,0,0,0,0,0,0,28946.3993,30727.8255
238296,-,-,-,0,0,0,0,0,0,0,0,0,29013.8342,30728.2039
238299,0,0,0,0,0,0,0,0,0,0,0,0,29002.9098,30730.0335
249015,752.6,544.1,619.1,861.4,782.5,881.3,791.5,754.2,795.5,759.8,829.2,844.1,26909.0494,30730.7575
249018,823.8,556.3,660.5,676.8,768.2,907.7,903.9,786.7,932.2,949.2,978.8,957.6,26879.1469,30730.8178
247733,0,0,898,927,824.7,778.3,"1,129.00","1,019.30","1,087.00","1,019.00","1,086.30",984.7,27709.9914,30731.6454
238297,0,0,0,0,0,0,0,0,0,0,0,0,29010.3884,30731.979
127335,624.8,687.5,616.9,697.2,891.7,743.3,884.1,797.9,669.9,685.7,725.8,726.9,20776.689,30732.0566
238307,570.4,651.4,637.7,648.4,887.7,705.6,781,771.1,640.5,710.8,901.4,769.1,28832.6788,30738.0916
238300,0,0,0,0,0,0,0,0,0,0,0,0,29003.906,30738.399
247732,352.7,302,357.7,333.3,429,338.7,271,326,423,362.7,282.8,0,27707.8841,30738.5855
239434,"1,012.30","1,018.50","1,013.10","1,103.60","1,368.10","1,116.00","1,021.10","1,193.20","1,085.30","1,206.20","1,313.10","1,229.20",27941.7504,30739.5002
127306,343.5,461.2,363.4,454,741.5,619.8,624.9,520.6,540.4,518.9,630.3,553.8,20722.0257,30741.8932
249047,"1,134.50",878.6,953.9,"1,108.60","1,063.90","1,108.40","1,119.80","1,078.30","1,258.70","1,083.10","1,187.90","1,103.40",26677.0331,30742.1463
127447,443.3,513.8,479.4,538.6,741.6,713.1,635.4,653.6,844.3,810.3,780.4,812.6,20678.5976,30744.8652
247730,-,-,0,0,0,0,0,0,0,0,0,0,27704.967,30746.4405
248345,0,0,0,0,0,0,0,0,0,0,0,0,27457.1931,30747.253
248347,0,0,0,0,0,0,0,0,0,0,0,0,27457.1931,30747.253
248348,-,-,0,41.7,94,85,126.8,141.7,252.1,228.6,268.9,226.1,27457.1931,30747.253
248351,0,0,0,0,0,0,0,0,0,0,0,0,27457.1931,30747.253
248352,-,-,0,8.8,57.1,46.3,102.3,122.9,218.5,210.4,230.8,207.7,27457.1931,30747.253
248355,0,0,0,0,0,0,0,0,0,0,0,0,27457.1931,30747.253
138941,653.5,454,536,589.8,553.8,480.6,510.2,614.8,671.8,404.3,529.5,519,23906.5164,30748.1267
127307,392.7,510.2,359,474.5,688.7,526.5,695.1,591.8,553.9,554.9,570.9,665.9,20748.1512,30748.8603
159187,552.6,373.8,448.2,582,532.2,507.6,554.4,600,624.6,624.6,645,416.4,26397.7642,30748.893
238435,603.7,715.5,707.8,700.1,935.9,766.3,987.4,880,906.5,872.9,963.1,904.4,28353.2024,30758.8642
238430,607.6,689.6,558.7,637.7,905.8,661.1,819.4,862.5,802,833,912.2,812.5,28475.7945,30758.93
127452,368.3,464.8,488.1,504.7,596.8,546,555.7,550.2,638.7,665,688.3,600.7,20833.0335,30759.9647
238433,574.8,723.3,669.5,706.4,"1,073.70",800.5,"1,046.70",943.4,992,951,"1,017.00",859.1,28403.8596,30759.9844
138707,0,0,0,0,0,0,0,0,0,0,0,0,23961.9952,30761.1017
238361,933.2,882.3,"1,245.30","1,188.00","1,496.80","1,091.40","1,271.50","1,238.20","1,092.90","1,125.60","1,296.40","1,124.70",28132.3689,30762.5078
249081,574.7,435.9,493.8,621.2,575.1,473,537.8,454.6,545.6,405.5,438.8,397,26747.6114,30763.757
138835,0,0,0,0,0,0,0,0,0,0,0,0,24034.5455,30765.0379
249441,"1,081.00",804,931.4,"1,065.20","1,011.30","1,165.30","1,123.80",878.9,"1,113.50","1,038.90","1,177.60","1,115.20",27269.891,30766.0727
248747,726.4,397.1,493.5,798.3,732.5,882.1,812.5,652.7,724.1,485.2,705.3,647.5,27361.6754,30769.9208
127448,413.9,506.5,568.7,574.8,788.5,690.3,578.1,612.3,667.6,661.2,705.5,694.6,20692.2199,30770.2086
248743,345.4,501.4,506.1,782.9,698.7,789.1,805.7,706.1,836,825,842.2,798.3,27337.8314,30771.6172
238359,"1,082.50","1,112.70","1,484.10","1,334.40","1,786.50","1,341.40","1,570.00","1,552.90","1,359.60","1,433.60","1,679.90","1,440.30",28205.1793,30772.2632
248744,443,321.1,379.5,456.5,436.2,391.2,445.9,363.5,503.3,411.9,498.1,503.7,27326.9355,30772.4468
239619,827.3,811.3,737.2,787.3,"1,082.00",795.4,952,894.5,771.5,745.3,963.6,819.5,29006.7967,30774.6928
239620,627.6,618.7,738.9,710.4,854.1,661.3,763,738.5,638.2,684.5,873.8,748.3,29006.7967,30774.6928
127451,576.4,656.4,691.9,720.6,764.4,694.9,960.5,761.2,759,832.5,771,786.1,20774.4306,30780.4853
126826,371.2,403.7,388.1,423.2,565,502.2,438.8,455.3,584.7,537.2,577.4,566.4,20637.9703,30780.9276
238306,817.3,978.2,0,779.5,"1,082.60",870.3,753.4,796.2,"1,077.30","1,006.70",981.1,881.2,28900.062,30785.2154
249045,838,527.5,664.3,856.5,722.2,850.7,760.8,909.1,946.9,650.6,817,821.4,26672.6797,30786.4941
249046,768.9,567.2,654.4,720.2,666.7,596.2,717.6,765.7,767.8,636.3,707,647.2,26672.6797,30786.4941
238309,634.6,658.6,605.3,621,861.7,682.2,779.4,733.1,671.5,694.6,884.7,795.3,28749.2782,30788.6325
238363,528.3,598.6,717.2,672.3,884.7,719,898.4,857.8,755.9,756.6,990.2,847.6,28098.3241,30788.8431
